,0
0,courage
1,bravoure
2,épée
3,chevalier
4,moyen-âge
5,damoiseau
6,damoiselle
7,tournoi
8,suzerain
9,vassal
10,fer
11,métal
12,viking
13,forgeron
14,forge
15,feu
16,héphaïstos
17,épée
18,épée
19,guerre
20,courage
21,courage
22,courage
23,courage
24,bravoure
25,valeureux
26,valeureux
27,responsable
28,responsable
29,engagement
30,engagement
31,engagement
32,combat
33,guerre
34,quiétude
35,civil
36,société
37,civile
38,engagement
39,politique
40,courage
41,politique
42,institution
43,droit
44,justice
45,fuyant
46,vitesse
47,courage
48,courage
49,bataille
50,navale
51,histoire
52,valeureux
53,valeureux
54,citoyen
55,groupe
