,0
0,fin
1,commencer
2,recommencer
3,boucle
4,chemin
5,terminer
6,bout_tunnel
7,vélo
8,recommencer
9,inspirer
10,respirer
11,début
12,fin
13,boucle
14,boucle_oreille
15,boucle_cheveu
16,brun
17,démarrer
18,voiture
19,débuter
20,grandir
21,enfance
22,redécouverte
23,découverte
24,éveil
25,jeunesse
26,cheveux_gris
27,cheveux_bruns
28,cheveux_blonds
29,cheveux_noirs
30,cheveux_frisés
31,lisse
32,coiffer
33,prendre_temps
34,laver_cheveux
35,ne_pas_laver_cheveux
36,produits_beauté
37,faire_même
38,produits_ménage
39,être_femme_maison
40,femme_foyer
41,arrêt_maladie
