,0
0,eau
1,liquide
2,température
3,climatisation
4,chaleur
5,chlore
6,nature
7,lac
8,mer
9,eau
10,eau
11,piscine
12,un
13,deux
14,strasbourg
15,un
16,deux
17,kibitsenau
18,un
19,deux
20,schiltigheim
21,un
22,deux
23,trois
24,lac
25,un
26,deux
27,achard
28,baggersee
29,un
30,deux
31,trois
32,robinet
33,un
34,deux
35,trois
36,température
37,un
38,deux
39,trois
40,chlore
41,nature
42,nappe
43,phréatique
44,un
45,deux
46,trois
47,eau
48,cou
49,un
50,deux
51,trois
52,bain
53,douche
54,un
55,deux
56,trois
57,eau
58,mer
59,un
60,deux
61,trois
62,houle
63,un
64,deux
65,trois
66,vague
67,un
68,deux
69,trois
70,tempête
71,un
72,deux
73,trois
74,lac
75,calme
76,un
77,deux
78,trois
79,deux
80,naturel
81,nature
82,lac
83,annecy
84,un
85,deux
86,trois
87,quatre
88,cinq
89,lake
90,majeur
91,mineur
92,canada
93,états-unis
94,un
95,deux
96,trois
97,froid
98,un
99,deux
100,trois
101,salé
102,un
103,deux
104,trois
105,doux
106,douce
107,un
108,eau
109,deux
110,trois
111,quatre
112,cinq
113,six
114,minute_trente
115,un
116,deux
117,six
118,neuf
119,deux
120,un
121,deux
122,trois
123,quatre-vingt-dix-neuf
124,quatre-vingt-dix-huit
125,lac
126,préférence
127,un
128,deux
129,trois
130,eau
131,douce
132,un
133,deux
134,trois
135,mer
136,attirance
137,un
138,deux
139,trois
140,pluie
141,eau
142,piscine
143,un
144,deux
145,trois
