,0
0,courage
1,conte_de_fées
2,prince
3,princesse
4,ils_vécurent_heureux
5,eurent_beaucoup_d'enfants
6,marraine
7,citrouille
8,la_belle_au_bois_dormant
9,cendrillon
10,blanche_neige
11,enfant
12,conte
13,contes_et_légendes_d'alsace
14,livre
15,héritage
16,pays
17,terre
18,conquérir
19,espagne
20,amérique_du_sud
21,conquistador
22,indigène
23,eau
24,épice
25,or_
26,tradition
27,coutume
28,us
29,respect_des_lois
30,non-respect_des_lois
31,irresponsable
32,juste
33,roi_salomon
34,parler
35,éditer
36,constitution
37,refaire
38,ne_pas_refaire
39,recommencer
40,trône
41,siège
42,cour
43,baron
44,baronne
45,comte
46,comtesse
47,animaux_sauvages
48,animaux_enfermés
49,sanction
50,punition
51,prison
52,martyre
53,délation
54,fourbe
55,vizir
